Vardas         Pavarde        nd1  nd2  nd3  nd4  nd5  nd6  nd7  nd8  nd9  nd10 Egz. 
Vardas5422     Pavarde5422    1    5    5    3    9    5    5    7    7    2    5    
Vardas5423     Pavarde5423    4    1    9    2    0    3    1    4    2    4    5    
Vardas5424     Pavarde5424    8    3    8    3    4    3    9    9    9    10   6    
Vardas5425     Pavarde5425    3    7    2    3    10   7    7    7    6    6    6    
Vardas5426     Pavarde5426    6    4    1    10   2    9    5    3    5    4    1    
Vardas5427     Pavarde5427    2    10   2    1    10   4    7    4    6    8    5    
Vardas5428     Pavarde5428    9    8    7    4    7    5    7    4    2    2    3    
Vardas5429     Pavarde5429    4    0    10   6    10   4    6    9    6    8    4    
Vardas543      Pavarde543     9    3    5    2    0    1    7    9    1    7    1    
Vardas5430     Pavarde5430    5    3    1    6    6    2    7    2    0    5    5    
Vardas5431     Pavarde5431    9    7    0    1    2    4    5    6    8    6    6    
Vardas5432     Pavarde5432    7    10   5    7    9    1    6    6    9    2    2    
Vardas5433     Pavarde5433    7    10   1    7    6    7    7    9    7    10   4    
Vardas5434     Pavarde5434    3    7    3    2    9    1    6    10   8    0    3    
Vardas5435     Pavarde5435    0    2    6    3    3    5    2    6    10   7    1    
Vardas5436     Pavarde5436    7    1    3    4    9    6    3    6    8    0    8    
Vardas5437     Pavarde5437    2    8    9    1    1    2    10   3    2    8    1    
Vardas5438     Pavarde5438    1    5    1    10   5    0    2    10   0    1    4    
Vardas5439     Pavarde5439    2    8    2    8    1    9    0    0    6    9    6    
Vardas544      Pavarde544     0    8    8    7    4    3    10   8    4    10   0    
Vardas5440     Pavarde5440    1    4    3    6    8    4    7    8    9    6    2    
Vardas5441     Pavarde5441    9    0    9    0    6    8    3    7    1    3    4    
Vardas5442     Pavarde5442    10   0    5    5    8    3    10   1    7    10   1    
Vardas5443     Pavarde5443    1    1    8    2    5    10   1    1    1    3    2    
Vardas5444     Pavarde5444    1    8    4    0    1    9    0    7    7    8    3    
Vardas5445     Pavarde5445    1    1    0    1    6    3    5    0    1    9    3    
Vardas5446     Pavarde5446    0    2    1    7    7    6    8    3    3    6    3    
Vardas5447     Pavarde5447    2    7    6    3    6    5    2    4    5    7    5    
Vardas5448     Pavarde5448    4    0    5    1    9    7    3    10   6    9    5    
Vardas5449     Pavarde5449    7    10   6    7    9    5    0    10   1    10   1    
Vardas545      Pavarde545     10   9    3    4    9    3    0    8    1    1    9    
Vardas5450     Pavarde5450    5    2    2    8    6    3    2    10   2    3    0    
Vardas5451     Pavarde5451    1    4    6    9    10   9    3    3    3    4    6    
Vardas5452     Pavarde5452    9    8    5    10   4    2    7    6    0    0    3    
Vardas5453     Pavarde5453    1    1    3    2    7    1    9    8    8    8    4    
Vardas5454     Pavarde5454    1    9    0    2    5    5    10   8    6    3    8    
Vardas5455     Pavarde5455    2    0    8    7    8    10   3    10   8    3    3    
Vardas5456     Pavarde5456    4    4    0    10   8    9    2    5    8    5    2    
Vardas5457     Pavarde5457    5    5    4    4    9    10   10   0    2    3    10   
Vardas5458     Pavarde5458    10   1    5    5    4    3    7    10   5    0    7    
Vardas5459     Pavarde5459    9    3    7    2    6    9    7    9    8    5    9    
Vardas546      Pavarde546     2    8    1    1    5    1    1    4    3    0    8    
Vardas5460     Pavarde5460    1    0    3    4    3    5    10   6    7    6    10   
Vardas5461     Pavarde5461    3    0    3    5    8    0    8    2    9    7    10   
Vardas5462     Pavarde5462    6    1    2    10   7    10   3    9    10   6    8    
Vardas5463     Pavarde5463    9    6    0    9    5    1    3    2    3    6    8    
Vardas5464     Pavarde5464    1    2    1    6    8    3    7    8    6    10   9    
Vardas5465     Pavarde5465    2    5    4    8    7    10   7    7    0    7    4    
Vardas5466     Pavarde5466    2    7    1    9    4    5    10   10   8    10   5    
Vardas5467     Pavarde5467    2    2    8    5    1    0    6    0    4    1    0    
Vardas5468     Pavarde5468    2    0    6    5    10   4    10   3    3    0    7    
Vardas5469     Pavarde5469    3    5    3    8    6    10   10   5    9    1    6    
Vardas547      Pavarde547     3    5    6    7    3    4    4    4    6    9    4    
Vardas5470     Pavarde5470    4    4    9    0    6    9    8    0    4    0    9    
Vardas5471     Pavarde5471    4    2    8    10   7    4    7    2    0    0    7    
Vardas5472     Pavarde5472    7    2    10   2    6    0    6    6    6    3    0    
Vardas5473     Pavarde5473    8    2    1    8    3    9    3    4    6    10   6    
Vardas5474     Pavarde5474    9    1    5    1    1    3    0    0    2    3    6    
Vardas5475     Pavarde5475    7    2    0    7    8    0    5    3    4    4    2    
Vardas5476     Pavarde5476    0    9    1    3    2    2    0    6    2    8    3    
Vardas5477     Pavarde5477    4    7    5    5    3    6    3    8    0    9    8    
Vardas5478     Pavarde5478    3    7    6    8    0    6    2    3    1    8    5    
Vardas5479     Pavarde5479    0    3    10   10   7    10   6    3    0    0    10   
Vardas548      Pavarde548     9    8    4    6    8    0    0    3    2    10   2    
Vardas5480     Pavarde5480    2    4    5    7    4    0    6    7    1    6    0    
Vardas5481     Pavarde5481    6    7    0    10   0    2    1    0    10   9    7    
Vardas5482     Pavarde5482    3    7    10   3    5    2    8    7    8    5    4    
Vardas5483     Pavarde5483    5    9    9    8    10   8    8    2    3    8    8    
Vardas5484     Pavarde5484    2    2    4    3    4    4    10   9    6    0    2    
Vardas5485     Pavarde5485    4    7    7    4    4    8    4    7    5    2    5    
Vardas5486     Pavarde5486    4    5    1    7    8    6    3    0    1    9    1    
Vardas5487     Pavarde5487    0    7    0    7    10   10   0    7    7    0    1    
Vardas5488     Pavarde5488    3    3    6    8    6    2    0    9    4    2    2    
Vardas5489     Pavarde5489    3    2    0    7    4    4    8    1    3    8    0    
Vardas549      Pavarde549     4    8    0    10   0    0    6    10   6    7    2    
Vardas5490     Pavarde5490    10   6    0    6    7    10   6    7    3    10   6    
Vardas5491     Pavarde5491    1    7    5    3    3    9    0    4    10   5    2    
Vardas5492     Pavarde5492    8    1    4    4    4    6    3    3    8    2    7    
Vardas5493     Pavarde5493    6    0    3    6    0    9    3    7    0    0    10   
Vardas5494     Pavarde5494    1    2    2    5    4    0    2    6    10   6    7    
Vardas5495     Pavarde5495    9    7    6    2    3    9    6    1    1    9    3    
Vardas5496     Pavarde5496    7    8    9    8    5    7    6    2    4    5    10   
Vardas5497     Pavarde5497    1    10   3    10   10   10   9    4    3    7    10   
Vardas5498     Pavarde5498    8    4    2    2    3    5    10   4    7    3    6    
Vardas5499     Pavarde5499    9    3    8    3    3    4    4    1    3    8    2    
Vardas55       Pavarde55      10   9    8    9    5    5    10   2    7    2    9    
Vardas550      Pavarde550     8    8    10   10   4    6    7    1    1    6    0    
Vardas5500     Pavarde5500    9    8    6    10   0    5    6    2    3    2    9    
Vardas5501     Pavarde5501    8    8    3    6    4    1    3    0    9    2    7    
Vardas5502     Pavarde5502    7    0    4    10   9    6    9    3    0    0    10   
Vardas5503     Pavarde5503    0    6    0    0    6    1    0    5    1    5    7    
Vardas5504     Pavarde5504    3    10   2    3    5    5    5    6    1    7    4    
Vardas5505     Pavarde5505    6    4    2    1    1    5    7    6    4    8    1    
Vardas5506     Pavarde5506    3    0    5    9    5    4    0    0    4    7    2    
Vardas5507     Pavarde5507    2    5    5    2    6    7    4    0    10   6    10   
Vardas5508     Pavarde5508    7    0    7    5    0    8    4    8    8    7    3    
Vardas5509     Pavarde5509    8    5    9    7    4    2    3    5    5    4    7    
Vardas551      Pavarde551     7    4    6    2    8    4    0    4    1    1    7    
Vardas5510     Pavarde5510    3    8    8    8    2    1    4    9    3    8    8    
Vardas5511     Pavarde5511    7    10   7    7    6    6    6    8    9    1    10   
Vardas5512     Pavarde5512    6    2    7    1    2    2    6    2    1    5    5    
Vardas5513     Pavarde5513    0    1    5    1    2    3    1    10   10   3    9    
Vardas5514     Pavarde5514    8    1    0    10   4    8    1    7    2    3    10   
Vardas5515     Pavarde5515    9    7    2    2    1    1    2    7    7    6    2    
Vardas5516     Pavarde5516    0    6    4    9    4    9    1    0    9    7    7    
Vardas5517     Pavarde5517    0    2    1    3    3    2    10   3    2    4    7    
Vardas5518     Pavarde5518    1    6    3    0    4    10   2    5    2    1    3    
Vardas5519     Pavarde5519    6    10   2    1    2    4    9    4    9    2    10   
Vardas552      Pavarde552     0    10   5    10   5    1    9    4    10   5    10   
Vardas5520     Pavarde5520    9    9    2    8    0    2    0    8    10   2    2    
Vardas5521     Pavarde5521    4    3    5    0    7    9    3    9    0    10   9    
Vardas5522     Pavarde5522    1    6    7    8    4    4    5    2    7    1    4    
Vardas5523     Pavarde5523    4    4    9    8    7    1    1    10   1    1    1    
Vardas5524     Pavarde5524    6    3    1    4    6    7    1    2    6    10   1    
Vardas5525     Pavarde5525    4    9    6    9    0    10   4    1    3    8    7    
Vardas5526     Pavarde5526    5    2    4    8    6    3    5    3    9    1    1    
Vardas5527     Pavarde5527    10   6    7    7    3    2    4    0    6    8    7    
Vardas5528     Pavarde5528    7    3    1    3    2    7    9    2    4    9    2    
Vardas5529     Pavarde5529    9    2    1    10   8    4    4    4    7    6    6    
Vardas553      Pavarde553     4    6    7    7    7    5    1    4    2    6    0    
Vardas5530     Pavarde5530    1    3    6    9    8    6    8    4    2    9    1    
Vardas5531     Pavarde5531    9    5    4    9    3    4    2    10   6    9    0    
Vardas5532     Pavarde5532    4    4    2    9    8    7    8    6    4    4    0    
Vardas5533     Pavarde5533    2    7    9    9    10   5    7    8    7    1    0    
Vardas5534     Pavarde5534    1    6    10   1    4    7    0    4    1    10   5    
Vardas5535     Pavarde5535    7    10   6    8    10   5    5    7    5    3    4    
Vardas5536     Pavarde5536    1    10   4    8    2    4    3    2    9    9    9    
Vardas5537     Pavarde5537    8    2    9    1    4    6    5    6    8    7    8    
Vardas5538     Pavarde5538    8    7    2    0    3    2    9    1    1    1    4    
Vardas5539     Pavarde5539    4    5    1    8    2    4    0    4    2    10   10   
Vardas554      Pavarde554     7    3    4    2    3    5    9    3    0    4    4    
Vardas5540     Pavarde5540    1    10   9    5    2    10   4    2    10   3    0    
Vardas5541     Pavarde5541    10   6    4    7    10   5    6    7    3    9    1    
Vardas5542     Pavarde5542    5    6    2    4    7    5    0    7    4    0    0    
Vardas5543     Pavarde5543    7    8    3    7    3    8    3    7    2    4    5    
Vardas5544     Pavarde5544    10   6    7    8    0    2    3    2    10   10   8    
Vardas5545     Pavarde5545    5    4    2    3    10   1    6    10   3    7    3    
Vardas5546     Pavarde5546    9    1    7    6    7    8    9    6    1    2    5    
Vardas5547     Pavarde5547    5    1    8    5    0    8    8    8    6    9    5    
Vardas5548     Pavarde5548    4    6    3    0    3    8    4    6    3    3    9    
Vardas5549     Pavarde5549    10   5    9    6    6    0    2    9    7    8    9    
Vardas555      Pavarde555     7    4    5    3    3    7    5    0    9    0    6    
Vardas5550     Pavarde5550    10   0    3    1    0    7    8    9    1    7    5    
Vardas5551     Pavarde5551    3    0    10   3    7    6    3    10   4    1    4    
Vardas5552     Pavarde5552    4    6    9    1    4    10   9    6    5    9    6    
Vardas5553     Pavarde5553    5    3    9    7    1    3    2    7    7    2    6    
Vardas5554     Pavarde5554    2    1    1    7    1    8    8    8    3    2    1    
Vardas5555     Pavarde5555    0    6    1    7    1    2    1    5    8    5    9    
Vardas5556     Pavarde5556    6    9    8    10   6    7    9    2    2    8    8    
Vardas5557     Pavarde5557    2    2    10   6    8    8    10   2    8    2    0    
Vardas5558     Pavarde5558    1    10   10   10   7    8    5    0    9    9    2    
Vardas5559     Pavarde5559    1    3    4    6    10   4    7    4    8    3    7    
Vardas556      Pavarde556     6    2    10   6    4    6    4    4    0    9    2    
Vardas5560     Pavarde5560    7    7    0    3    10   1    3    9    3    7    2    
Vardas5561     Pavarde5561    0    2    10   2    7    9    5    3    3    2    10   
Vardas5562     Pavarde5562    0    1    8    5    10   4    8    10   4    5    9    
